method,trial_key,mouse_id,genotype,trial_type,timepoint,peak_number,peak_time_s,peak_amp_z,trial_mean_z,mean_absolute_deviation,MAD_multiplier,threshold_z,is_social_interaction,social_bout_number,time_from_social_onset_s,time_from_social_offset_s
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,3,11.600000000000364,1.86856860210127,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,4,16.360000000000582,1.178168793170464,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,5,17.68000000000029,1.927077411472921,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,6,18.720000000000255,3.270325407546668,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,7,20.600000000000364,2.4563013310652164,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,8,21.720000000000255,2.168152691394772,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,9,22.360000000000582,4.411703954604116,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,True,1.0,0.12000000000058364,-3.139999999999418
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,10,23.68000000000029,2.6639555947357545,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,True,1.0,1.4400000000002926,-1.819999999999709
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,11,24.23999999999978,1.5561803129200804,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,True,1.0,1.9999999999997833,-1.2600000000002183
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,12,25.199999999999818,1.5979815063813032,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,True,1.0,2.9599999999998197,-0.3000000000001819
