method,trial_key,mouse_id,genotype,trial_type,timepoint,analysis_window,duration_s,n_peaks,transient_freq_per_sec,transient_freq_per_min,mean_peak_amp_z,median_peak_amp_z,trial_mean_z,mean_absolute_deviation,threshold_z,trial_duration_s,interaction_duration_s,outside_interaction_duration_s,n_interaction_bouts
mean_MAD,Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,Interaction,72.47999999999996,20,0.27593818984547475,16.556291390728486,2.944948469176191,2.8156894122847067,-3.791077688462586e-17,0.7360923575041183,1.4721847150082366,299.83967999999913,72.47999999999996,227.35967999999917,9
mean_MAD,W1__ID374_WT__3CT_FP7_1__3CT_W1_retracked-Trial____10,374,WT,Social,W1,Interaction,13.343000000000014,7,0.5246196507532034,31.4771790451922,2.8915870318109715,2.2381774900374354,2.8433082663469396e-17,0.7576484032806514,1.5152968065613028,299.84003200000006,13.343000000000014,286.49703200000005,4
mean_MAD,W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,Interaction,66.26000000000002,28,0.42257772411711425,25.354663447026855,2.9061645310866764,2.818874694178639,0.0,0.7392359853928081,1.4784719707856162,299.84000000000015,66.26000000000002,233.58000000000013,10
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,Interaction,81.82000000000002,30,0.3666585186995844,21.99951112197506,2.796265430505999,2.211862856436957,0.0,0.7116199755357224,1.4232399510714449,299.87984000000006,81.82000000000002,218.05984000000004,11
mean_MAD,W1__ID376_NE__3CT_FP1_1__3CT_W1_retracked-Trial_____4,376,NE,Social,W1,Interaction,46.715999999999944,21,0.44952478808117186,26.97148728487031,3.39387250502558,3.7397303195527747,-1.5162288306430518e-17,0.7191098254993654,1.4382196509987308,299.8796480000001,46.715999999999944,253.16364800000014,13
mean_MAD,W2__ID376_NE__3CT_FP1_1__3CT_W2-Trial_____3,376,NE,Social,W2,Interaction,59.75999999999996,32,0.5354752342704153,32.12851405622492,3.1844139110167706,3.0941772323997694,-1.5162288306430518e-17,0.7075598761811298,1.4151197523622596,299.880032,59.75999999999996,240.12003200000007,14
mean_MAD,Preinduction__ID398_NE__3CT_FP10_2__3CT_Preinduction_cohort2_FP-Trial____12,398,NE,Social,Preinduction,Interaction,21.707000000000008,10,0.4606808863500252,27.64085318100151,2.9231669603714683,2.555808657817261,3.791077688462586e-18,0.7295821826840175,1.459164365368035,299.8403520000011,21.707000000000008,278.1333520000011,5
mean_MAD,W1__ID398_NE__3CT_FP10_2__3CT_W1_cohort2_FP-Trial____12,398,NE,Social,W1,Interaction,57.34000000000003,38,0.6627136379490753,39.76281827694452,2.525374765799466,2.2731524226817106,1.5162288306430518e-17,0.7671985668650152,1.5343971337300304,299.88025599999855,57.34000000000003,242.54025599999852,9
mean_MAD,W2__ID398_NE__3CT_FP10_2__3CT_W2_C2-Trial____12,398,NE,Social,W2,Interaction,23.59999999999998,13,0.5508474576271191,33.05084745762714,2.8713202250788084,2.569079574992512,-1.895538844231293e-18,0.7466186543002095,1.493237308600419,299.8400959999999,23.59999999999998,276.24009599999994,8
mean_MAD,Preinduction__ID400_NE__3CT_FP13_2__3CT_Preinduction_cohort2_FP-Trial____15,400,NE,Social,Preinduction,Interaction,50.136999999999986,5,0.09972674870853863,5.983604922512318,2.1399145369605757,2.1379059628342096,0.0,0.817065692616401,1.634131385232802,299.8394560000015,50.136999999999986,249.70245600000152,9
mean_MAD,W1__ID400_NE__3CT_FP13_2__3CT_W1_cohort2_FP-Trial____15,400,NE,Social,W1,Interaction,44.940000000000055,7,0.15576323987538923,9.345794392523354,2.6952071840937855,2.3197950499756255,-6.065724301540137e-17,0.791781448974096,1.583562897948192,299.8399679999984,44.940000000000055,254.89996799999835,8
mean_MAD,W2__ID400_NE__3CT_FP13_2__3CT_W2_C2-Trial____16,400,NE,Social,W2,Interaction,26.599999999999966,4,0.15037593984962425,9.022556390977455,2.5099021266099526,2.679384619088105,6.064915322572207e-17,0.7550463574937484,1.5100927149874968,299.8802880000003,26.599999999999966,273.2802880000003,4
mean_MAD,Preinduction__ID423_NE__3CT_FP_11_1__3CT_Preinduction-Trial____17,423,NE,Social,Preinduction,Interaction,77.66,33,0.42492917847025496,25.495750708215297,2.757097800381587,2.401016763085633,2.274343245964578e-17,0.7230004255749068,1.4460008511498137,299.8799679999993,77.66,222.21996799999928,13
mean_MAD,W1__ID423_NE__3CT_FP14_1__3CT_W1_retracked-Trial____17,423,NE,Social,W1,Interaction,23.728000000000023,15,0.6321645313553601,37.9298718813216,3.382181990097289,3.1020504430887272,2.2746466130775518e-17,0.7370070196235093,1.4740140392470187,299.8402559999995,23.728000000000023,276.1122559999995,5
mean_MAD,W2__ID423_NE__3CT_FP14_1__3CT_W2-Trial____16,423,NE,Social,W2,Interaction,33.57999999999993,19,0.5658129839190006,33.948779035140035,3.3662449700794745,3.316326578581605,-1.5164310753850343e-17,0.7346747462051076,1.4693494924102153,299.8402879999994,33.57999999999993,266.2602879999995,11
mean_MAD,Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,Interaction,76.27999999999997,22,0.2884111169375984,17.304667016255905,2.669063972514694,2.438008089947224,-1.5162288306430518e-17,0.7582339260644324,1.5164678521288648,299.8798399999996,76.27999999999997,223.59983999999963,11
