trial_key,mouse_id,genotype,trial_type,timepoint,peak_number,peak_time_s,peak_amp_z,analysis_window,interaction_bout_number
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,38,279.919711999999,2.023236853611384,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,39,280.799712,2.1876470797892913,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,40,286.919711999999,2.288909690723713,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,41,299.35967999999957,3.0053356220818914,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,1,2.399999999999636,2.5303162264833556,Interaction,1.0
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,2,5.559999999999491,2.047189083299794,Interaction,2.0
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,3,6.839967999998407,4.0484241239350185,Interaction,2.0
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,4,8.87996799999928,2.5471558047535994,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,5,19.479967999999644,2.0894182361385063,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,6,21.359967999998844,2.5555206932061463,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,7,27.19996799999899,2.1437162095445372,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,8,30.75993599999856,2.397825852431238,Interaction,3.0
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,9,48.679903999998714,4.117241693714204,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,10,49.359903999999005,2.257749734485258,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,11,50.1599040000001,3.7573603894826677,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,12,51.479903999999806,2.50199485630458,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,13,52.39990399999988,2.1318052093361874,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,14,59.15987200000018,2.416822338642509,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,15,65.1198719999993,2.1562604269890753,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,16,65.75987199999872,2.4104910207493053,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,17,66.55987199999981,2.322706204608405,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,18,68.51987199999894,1.9468603285737518,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,19,70.07987199999843,2.22359376686404,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,20,71.71987199999967,3.72168769249209,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,21,77.07983999999851,2.280633302301184,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,22,84.39984000000004,2.8178560776597883,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,23,99.3198080000002,2.2887341077224668,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,24,100.6398079999999,2.8208714605009026,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,25,109.87980799999968,2.861515882572919,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,26,110.43980799999918,2.3705389042022795,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,27,121.19977599999947,2.670681089658008,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,28,121.99977599999875,2.252176947213492,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,29,129.11977599999955,2.6027424849940197,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,30,132.47977600000013,3.2494666023958367,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,31,133.19977599999947,2.3286679876645118,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,32,135.35977599999933,2.212916684302084,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,33,149.39974399999846,2.6766912348313743,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,34,151.27974399999948,2.8489683178292595,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,35,152.3597439999994,2.173945523512054,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,36,153.55974400000014,3.0782398058926232,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,37,154.07974399999875,2.1949886257780893,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,38,170.1197119999997,2.435515344519871,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,39,183.03971199999978,2.6009260316693203,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,40,188.87971199999993,3.165388235867981,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,41,196.75971199999913,2.0118889901118493,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,42,197.27971199999956,4.12651603628508,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,43,204.3196799999987,2.8431113568754864,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,44,212.19967999999972,2.149718231002656,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,45,212.71968000000015,3.0027650711611287,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,46,247.7196159999985,3.1131372365906205,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,47,248.23961599999893,2.333899716653213,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,48,248.7196159999985,1.967692952345414,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,49,260.99961599999915,2.8107014916608217,Interaction,5.0
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,50,263.9196159999992,4.261587082588609,Interaction,5.0
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,51,264.5196159999996,4.265759709378588,Interaction,5.0
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,52,267.239583999999,2.425778083660896,Interaction,5.0
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,53,269.2795839999999,2.7858754175245157,Interaction,5.0
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,54,280.31958399999894,2.794371767193927,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,55,281.1595839999991,1.966480425391044,Outside interaction,
Preinduction__ID374_WT__3CT_FP_6_1__3CT_Preinduction-Trial____12,374,WT,Novel,Preinduction,56,288.63955199999873,2.1254589557350965,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,1,1.8799999999991996,2.6167031803231735,Interaction,1.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,2,2.9200000000000728,5.834024677647223,Interaction,1.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,3,4.639999999999418,2.1689412002065955,Interaction,1.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,4,8.079999999999927,3.109722029911174,Interaction,2.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,5,9.760000000000218,3.17706641066853,Interaction,2.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,6,18.639999999999418,1.9918744902468917,Interaction,3.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,7,19.11999999999898,2.6840730419741297,Interaction,3.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,8,39.92000000000007,2.141207347778623,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,9,44.07999999999993,3.5998936926449905,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,10,52.35999999999876,4.0496854897034185,Interaction,5.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,11,53.19999999999891,2.302768081650192,Interaction,5.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,12,62.23996799999986,2.650644624119666,Interaction,5.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,13,82.5199679999987,3.3850655815596817,Interaction,7.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,14,83.7599680000003,2.8729605981225452,Interaction,7.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,15,97.07996800000001,2.1025116682912213,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,16,101.55996799999957,2.0979391322956085,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,17,120.99996800000008,2.0164411682432744,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,18,144.9599359999993,2.4072581158354907,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,19,147.31993599999987,2.378331206014698,Interaction,8.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,20,147.8399359999985,3.8168372207681776,Interaction,8.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,21,156.7199359999995,2.1752785575134355,Interaction,8.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,22,165.3999359999998,1.9412189113579323,Interaction,9.0
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,23,182.51993599999878,2.763029150120689,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,24,191.43993599999885,2.2473498272386476,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,25,191.99993600000016,2.4205643830760475,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,26,215.67990399999871,2.792049439819034,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,27,217.63990399999966,3.968800487348094,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,28,219.4799039999998,2.8887079396796707,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,29,220.11990399999922,3.2850493387605586,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,30,239.51990399999886,1.9055464711422039,Outside interaction,
Preinduction__ID429_WT__3CT_FP_8_1__3CT_Preinduction-Trial____14,429,WT,Social,Preinduction,31,282.3598719999991,2.6530756404712257,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,1,3.360000000000582,2.674555165302422,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,2,4.280000000000655,2.6115155149966665,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,3,5.440000000000509,2.696084728380728,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,4,9.039999999999054,2.4047392677345663,Interaction,1.0
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,5,38.63999999999942,2.4871987293443,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,6,40.95999999999913,3.963377395729119,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,7,41.68000000000029,3.7491176648090283,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,8,44.20000000000073,4.177183133925207,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,9,45.95996799999921,2.6455693543947962,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,10,48.599968000000445,2.2199552039326336,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,11,90.95996799999921,2.63805237568029,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,12,96.31996799999979,2.9180304708851894,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,13,96.83996800000023,3.521319637441521,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,14,128.67993600000045,1.9267781722598603,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,15,136.87993599999936,2.7452812074282305,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,16,142.7199359999995,2.325488541149085,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,17,165.0399039999993,2.2188971564175444,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,18,188.5998720000007,2.18172618570539,Interaction,9.0
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,19,189.7998719999996,2.441165494839625,Interaction,9.0
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,20,196.99987200000032,2.47153338262498,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,21,223.11983999999939,2.805133558714661,Interaction,12.0
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,22,225.71983999999975,2.014280785674996,Interaction,12.0
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,23,231.6798400000007,2.0135856459896107,Interaction,12.0
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,24,245.51983999999902,1.8821450669956872,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,25,258.71980799999983,3.2171116633594403,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,26,261.4398079999992,2.345080276951599,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,27,291.43977599999926,2.1478332129532047,Outside interaction,
Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,28,292.1597760000004,2.6452182454125968,Outside interaction,
Preinduction__ID423_NE__3CT_FP_11_1__3CT_Preinduction-Trial____17,423,NE,Social,Preinduction,1,0.31999999999970896,2.034407742039868,Outside interaction,
Preinduction__ID423_NE__3CT_FP_11_1__3CT_Preinduction-Trial____17,423,NE,Social,Preinduction,2,15.600000000000364,2.9220352018758144,Interaction,1.0
Preinduction__ID423_NE__3CT_FP_11_1__3CT_Preinduction-Trial____17,423,NE,Social,Preinduction,3,16.159999999999854,2.8422203376784623,Interaction,1.0
Preinduction__ID423_NE__3CT_FP_11_1__3CT_Preinduction-Trial____17,423,NE,Social,Preinduction,4,17.639999999999418,3.5274372823333606,Interaction,1.0
Preinduction__ID423_NE__3CT_FP_11_1__3CT_Preinduction-Trial____17,423,NE,Social,Preinduction,5,18.280000000000655,4.697083415303426,Interaction,1.0
Preinduction__ID423_NE__3CT_FP_11_1__3CT_Preinduction-Trial____17,423,NE,Social,Preinduction,6,19.159999999999854,4.157833914596093,Interaction,1.0
Preinduction__ID423_NE__3CT_FP_11_1__3CT_Preinduction-Trial____17,423,NE,Social,Preinduction,7,29.280032000000574,2.029135801138983,Interaction,2.0
Preinduction__ID423_NE__3CT_FP_11_1__3CT_Preinduction-Trial____17,423,NE,Social,Preinduction,8,63.080063999999766,5.089825203357377,Outside interaction,
Preinduction__ID423_NE__3CT_FP_11_1__3CT_Preinduction-Trial____17,423,NE,Social,Preinduction,9,65.12006400000064,2.282372011147319,Outside interaction,
